D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_318.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_318.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_318.jpg,-0.527722,0,0,4.75392E-05
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_390.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_390.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_390.jpg,-0.350382,0,0,4.777374E-05
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_456.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_456.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_456.jpg,-0.111454,0,0,5.070577E-05
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_524.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_524.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_524.jpg,0,0.04106792,0,0.004590254
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_592.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_592.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_592.jpg,0,0.2631709,0,0.1676095
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_659.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_659.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_659.jpg,0,0.4450417,0,0.4126853
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_727.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_727.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_727.jpg,0,0.6282188,0,0.8016747
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_797.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_797.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_797.jpg,0,0.8760374,0,1.533211
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_865.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_865.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_865.jpg,-0.1,1,0,2.213815
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_40_938.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_40_938.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_40_938.jpg,-0.3,1,0,3.13117
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_006.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_006.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_006.jpg,-0.45,1,0,3.820913
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_078.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_078.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_078.jpg,-0.6500001,0.7826669,0,4.624187
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_145.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_145.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_145.jpg,-0.8000001,0.6025403,0,5.050073
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_213.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_213.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_213.jpg,-1,0.3762087,0,5.399458
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_284.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_284.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_284.jpg,-1,0.1830754,0,5.52473
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_355.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_355.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_355.jpg,-0.7903578,0.3715961,0,5.745525
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_427.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_427.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_427.jpg,-0.6151089,0.546845,0,6.074976
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_499.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_499.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_499.jpg,-0.3785635,0.7833903,0,6.705586
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_571.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_571.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_571.jpg,-0.187287,0.9746668,0,7.316283
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_643.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_643.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_643.jpg,0,1,0,8.212949
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_718.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_718.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_718.jpg,0,1,0,9.11108
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_786.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_786.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_786.jpg,0,0.9507632,0,9.774051
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_860.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_860.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_860.jpg,0,0.9361435,0,10.55133
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_41_928.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_41_928.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_41_928.jpg,0,1,0,11.20796
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_001.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_001.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_001.jpg,-0.15,0.9782524,0,11.8438
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_073.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_073.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_073.jpg,-0.35,0.7388339,0,12.61789
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_140.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_140.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_140.jpg,-0.2149751,0.5609588,0,13.24262
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_207.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_207.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_207.jpg,-0.03389534,0.3798791,0,13.27952
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_278.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_278.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_278.jpg,0,0.1232685,0,13.322
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_350.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_350.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_350.jpg,0,0,0,13.53258
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_421.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_421.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_421.jpg,0,0,0,13.43261
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_496.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_496.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_496.jpg,0,0,0,13.32878
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_568.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_568.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_568.jpg,0,0,0,12.96191
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_640.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_640.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_640.jpg,0,0,0,12.85217
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_709.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_709.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_709.jpg,0,0,0,13.02595
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_776.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_776.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_776.jpg,0,0,0,12.92124
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_848.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_848.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_848.jpg,0,0,0,12.59038
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_919.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_919.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_919.jpg,0,0,0,12.4879
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_42_987.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_42_987.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_42_987.jpg,0,0,0,12.66442
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_24_43_361.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_24_43_361.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_24_43_361.jpg,0,0,0,11.74493
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_01_881.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_01_881.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_01_881.jpg,0,0,0,0.4172971
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_01_948.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_01_948.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_01_948.jpg,0,0,0,0.4153535
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_017.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_017.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_017.jpg,0,0,0,0.4128094
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_086.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_086.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_086.jpg,0,0,0,0.001498957
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_156.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_156.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_156.jpg,0,0,0,0.001462792
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_225.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_225.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_225.jpg,0,0,0,0.0009725263
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_294.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_294.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_294.jpg,-0.2,0,0,0.0003877397
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_361.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_361.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_361.jpg,-0.35,0,0,0.0001465531
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_428.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_428.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_428.jpg,-0.5000001,0.1801251,0,0.06153283
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_495.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_495.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_495.jpg,-0.7,0.4231584,0,0.3878189
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_564.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_564.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_564.jpg,-0.8500001,0.6096898,0,0.7078508
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_638.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_638.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_638.jpg,-1,0.8502541,0,1.414491
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_707.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_707.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_707.jpg,-1,1,0,2.103916
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_776.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_776.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_776.jpg,-1,1,0,3.018562
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_844.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_844.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_844.jpg,-1,1,0,3.697737
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_914.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_914.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_914.jpg,-1,1,0,4.599061
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_02_983.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_02_983.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_02_983.jpg,-0.9593561,1,0,5.27316
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_052.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_052.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_052.jpg,-0.7312326,1,0,6.202326
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_122.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_122.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_122.jpg,-0.5431638,1,0,6.901566
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_191.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_191.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_191.jpg,-0.3537903,1,0,7.595158
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_260.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_260.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_260.jpg,-0.1258502,1,0,8.503447
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_329.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_329.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_329.jpg,0,1,0,9.169641
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_401.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_401.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_401.jpg,0,1,0,10.06193
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_470.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_470.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_470.jpg,0,1,0,10.72815
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_539.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_539.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_539.jpg,0,1,0,11.7092
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_606.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_606.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_606.jpg,0.1,1,0,12.01772
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_673.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_673.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_673.jpg,0.3,1,0,13.12309
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_746.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_746.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_746.jpg,0.3420635,1,0,13.78246
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_820.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_820.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_820.jpg,0.1017815,1,0,14.57215
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_893.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_893.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_893.jpg,0,1,0,15.36975
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_03_962.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_03_962.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_03_962.jpg,0,1,0,16.10445
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_030.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_030.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_030.jpg,0,1,0,16.59883
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_097.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_097.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_097.jpg,0,1,0,17.43142
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_170.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_170.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_170.jpg,-0.05,1,0,18.2179
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_243.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_243.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_243.jpg,-0.25,1,0,19.00757
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_311.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_311.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_311.jpg,-0.4,1,0,19.43038
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_384.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_384.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_384.jpg,-0.2000052,1,0,20.23804
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_457.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_457.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_457.jpg,0,1,0,21.05169
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_530.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_530.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_530.jpg,0,1,0,21.71801
D:\python-code\BehaviorCloningData\MyData\IMG\center_2019_04_01_14_25_04_603.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\left_2019_04_01_14_25_04_603.jpg,D:\python-code\BehaviorCloningData\MyData\IMG\right_2019_04_01_14_25_04_603.jpg,0.15,1,0,22.48358
